City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
208,Zhanakorgan,KZ,43.9098,67.2495,11.88,91,100,13.6,overcast clouds
209,Pasto,CO,1.2136,-77.2811,53.85,92,100,1.92,moderate rain
210,Chulman,RU,56.8479,124.9104,-24.97,84,13,0.87,few clouds
211,Douglas,US,41.3,-96.167,33.01,64,1,6.73,clear sky
212,Malanville,BJ,11.8685,3.3899,65.97,24,91,9.15,overcast clouds
213,Abu Ghosh,IL,31.8059,35.1093,45.0,76,0,6.91,clear sky
214,La Ronge,CA,55.1001,-105.2842,6.8,66,100,10.36,overcast clouds
215,Evensk,RU,61.95,159.2333,-2.88,82,99,1.1,overcast clouds
216,Don Sak,TH,9.3168,99.6918,84.2,70,20,4.61,few clouds
217,Port Hardy,CA,50.6996,-127.4199,32.0,93,20,5.75,few clouds
218,Bayonet Point,US,28.3267,-82.6834,59.0,92,99,7.81,overcast clouds
219,Bull Savanna,JM,17.8868,-77.5902,71.17,83,25,6.15,scattered clouds
220,George,ZA,-33.963,22.4617,64.4,100,20,3.44,few clouds
221,San Andres,CO,12.5847,-81.7006,80.6,74,20,13.8,few clouds
222,Ancud,CL,-41.8697,-73.8203,62.01,88,0,1.14,clear sky
223,Port Blair,IN,11.6667,92.75,79.47,56,4,7.43,clear sky
224,Dengzhou,CN,37.8086,120.7508,32.99,89,99,15.99,overcast clouds
225,Iqaluit,CA,63.7506,-68.5145,32.0,69,75,23.02,snow
226,Guerrero Negro,MX,27.9769,-114.0611,60.31,68,0,5.68,clear sky
227,Mar Del Plata,AR,-38.0023,-57.5575,71.01,94,0,6.91,clear sky
228,Houlton,US,46.1262,-67.8403,5.0,85,1,3.44,clear sky
229,Cromarty,GB,57.6805,-4.0339,37.99,87,75,11.5,moderate rain
230,Freeport,US,40.6576,-73.5832,35.6,74,1,13.65,clear sky
231,Cherskiy,RU,68.75,161.3,-40.07,81,31,2.08,scattered clouds
232,Tessalit,ML,20.1986,1.0114,57.27,31,11,10.51,few clouds
233,Tuatapere,NZ,-46.1333,167.6833,62.01,80,77,7.0,broken clouds
234,Hami,CN,42.8,93.45,25.92,73,0,3.76,clear sky
235,Adeje,ES,28.1227,-16.726,66.2,82,40,2.3,scattered clouds
236,Terrace,CA,54.5163,-128.6035,26.6,80,90,17.27,overcast clouds
237,Barrow,US,71.2906,-156.7887,1.4,71,90,27.63,overcast clouds
238,Sur,OM,22.5667,59.5289,67.08,53,0,0.31,clear sky
239,Tasiilaq,GL,65.6145,-37.6368,12.2,62,75,5.75,broken clouds
240,Cayenne,GF,4.9333,-52.3333,73.4,100,0,12.48,clear sky
241,Ketchikan,US,55.3422,-131.6461,33.8,80,1,10.36,clear sky
242,Sioux Lookout,CA,50.1001,-91.917,-5.8,77,90,12.66,snow
243,Biala Podlaska,PL,52.0324,23.1165,30.2,93,29,6.71,mist
244,Luderitz,NA,-26.6481,15.1594,68.67,69,18,12.55,few clouds
245,Lakatoro,VU,-16.0999,167.4164,85.19,70,48,6.98,light rain
246,Kaeo,NZ,-35.1,173.7833,72.0,56,83,7.0,broken clouds
247,Saint-Joseph,RE,-21.3667,55.6167,82.4,74,0,4.61,clear sky
248,Nyuksenitsa,RU,60.4128,44.2397,-17.01,87,95,2.39,overcast clouds
249,Verkhoturye,RU,58.8627,60.8054,-21.96,86,60,5.46,broken clouds
250,Goreloye,RU,52.937,41.5043,28.08,98,100,7.18,snow
251,Shenjiamen,CN,29.9576,122.298,50.92,97,99,7.38,overcast clouds
252,Chilca,PE,-12.5211,-76.7372,73.99,73,0,11.5,clear sky
253,Altay,CN,47.8667,88.1167,23.63,85,53,3.98,broken clouds
254,Chimore,BO,-16.9833,-65.1333,75.54,66,79,2.51,broken clouds
255,Tarn Taran,IN,31.45,74.9253,44.6,100,90,3.87,fog
256,Dangriga,BZ,16.9692,-88.2321,73.99,94,41,9.17,light rain
257,Gazojak,TM,41.1875,61.4036,21.99,90,44,12.37,scattered clouds
258,Northam,GB,51.0333,-4.2167,39.99,89,89,3.0,overcast clouds
259,Flinders,AU,-34.5833,150.8552,82.0,67,29,14.0,scattered clouds
260,Beloslav,BG,43.1833,27.7,39.0,75,0,5.75,clear sky
261,Usogorsk,RU,63.4106,48.6872,-15.09,88,60,5.17,broken clouds
262,Aguimes,ES,27.9054,-15.4461,64.4,88,40,13.8,scattered clouds
263,Linhares,BR,-19.3911,-40.0722,71.31,88,23,1.28,few clouds
264,Nokaneng,BW,-19.6667,22.2667,70.59,90,100,7.43,light rain
265,Souillac,MU,-20.5167,57.5167,80.6,74,20,9.22,few clouds
266,Mayo,US,38.8876,-76.5119,39.99,75,1,8.93,clear sky
267,Barra,BR,-11.0894,-43.1417,78.55,60,60,12.35,broken clouds
268,Knokke-Heist,BE,51.3333,3.3333,42.01,93,75,19.57,broken clouds
269,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.06,88,30,4.79,scattered clouds
270,Beipiao,CN,41.7919,120.7792,19.49,81,0,9.91,clear sky
271,Watertown,US,42.3709,-71.1828,32.0,74,90,4.61,overcast clouds
272,Touros,BR,-5.1989,-35.4608,75.2,88,40,3.44,scattered clouds
273,Alexandria,EG,31.2156,29.9553,51.8,76,40,3.44,scattered clouds
274,Narsaq,GL,60.9167,-46.05,21.2,58,0,4.61,clear sky
275,Deputatskiy,RU,69.3,139.9,-30.89,85,100,2.91,overcast clouds
276,Vangaindrano,MG,-23.35,47.6,78.46,92,37,3.65,scattered clouds
277,Khasan,RU,42.4308,130.6434,29.41,92,47,7.92,scattered clouds
278,Zyryanka,RU,65.75,150.85,-40.18,79,36,3.96,scattered clouds
279,Mednogorsk,RU,51.4128,57.595,-8.57,91,99,8.05,overcast clouds
280,Sarandi,BR,-23.4436,-51.8739,73.4,94,75,8.05,broken clouds
281,Aklavik,CA,68.2191,-135.0107,1.4,85,64,4.61,broken clouds
282,Dicabisagan,PH,17.0818,122.4157,82.02,75,62,6.02,heavy intensity rain
283,Itoman,JP,26.1247,127.6694,69.8,94,75,17.27,broken clouds
284,Nioki,CD,-2.7167,17.6833,72.05,92,55,2.21,broken clouds
285,Elk City,US,35.412,-99.4043,42.8,93,1,5.75,clear sky
286,Rustenburg,ZA,-25.6676,27.2421,68.76,69,25,5.44,scattered clouds
287,Celestun,MX,20.8667,-90.4,70.63,88,0,12.48,clear sky
288,Skegness,GB,53.1436,0.3363,37.0,87,0,12.66,clear sky
289,Benguela,AO,-12.5763,13.4055,73.78,78,98,3.91,overcast clouds
290,Waingapu,ID,-9.6567,120.2641,87.12,65,73,10.56,light rain
291,Otane,NZ,-39.8833,176.6333,72.0,51,91,5.99,overcast clouds
292,Manicore,BR,-5.8092,-61.3003,73.4,100,40,1.25,scattered clouds
293,Broome,US,42.2506,-75.833,34.0,64,90,6.91,light snow
294,Kloulklubed,PW,7.0419,134.2556,84.2,79,75,10.36,light rain
295,Bandarbeyla,SO,9.4942,50.8122,72.66,81,33,16.02,scattered clouds
296,Brisbane,AU,-27.4679,153.0281,84.0,50,40,12.66,scattered clouds
297,Arman,RU,59.7,150.1667,-4.59,79,71,5.41,broken clouds
298,Galesong,ID,-5.3166,119.3661,84.2,79,20,5.75,few clouds
299,Constitucion,CL,-35.3333,-72.4167,58.05,88,16,5.5,few clouds
300,Ambam,CM,2.3833,11.2833,70.66,88,95,3.8,overcast clouds
301,Nanortalik,GL,60.1432,-45.2371,23.02,88,0,4.03,clear sky
302,Yulara,AU,-25.2406,130.9889,105.8,6,29,10.36,scattered clouds
303,Kropotkin,RU,45.4375,40.5756,26.78,95,12,7.29,few clouds
304,Mutis,CO,6.2262,-77.4044,77.5,84,100,5.23,overcast clouds
305,Mareeba,AU,-17.0,145.4333,84.99,74,40,8.05,scattered clouds
306,Nizhniy Tsasuchey,RU,50.5167,115.1333,8.69,84,71,7.23,broken clouds
307,Wanning,CN,18.8003,110.3967,73.98,80,68,7.31,broken clouds
308,Gambela,ET,8.25,34.5833,73.29,43,71,1.81,broken clouds
309,Inirida,CO,3.8653,-67.9239,73.22,97,100,3.11,light rain
310,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,15.8,53,9,2.24,clear sky
311,Alvares Machado,BR,-22.0794,-51.4719,73.4,88,0,3.44,clear sky
312,Maragogi,BR,-9.0122,-35.2225,75.94,83,83,7.85,broken clouds
313,Waipawa,NZ,-41.4122,175.5153,69.8,43,79,19.57,broken clouds
314,Fort Nelson,CA,58.8053,-122.7002,12.2,85,75,2.3,broken clouds
315,Ust-Nera,RU,64.5667,143.2,-26.21,75,46,1.3,scattered clouds
316,Resistencia,AR,-27.4606,-58.9839,78.8,78,75,9.22,broken clouds
317,Olafsvik,IS,64.8945,-23.7142,28.76,89,18,26.71,few clouds
318,Cap Malheureux,MU,-19.9842,57.6142,82.99,67,17,7.0,few clouds
319,Ola,RU,59.5833,151.2833,-3.24,77,77,5.26,broken clouds
320,Derzhavinsk,KZ,51.1,66.3167,-9.99,89,92,13.22,overcast clouds
321,Campina Verde,BR,-19.5356,-49.4864,73.22,73,91,6.69,overcast clouds
322,Alofi,NU,-19.0595,-169.9187,86.0,74,75,8.05,broken clouds
323,Takaka,NZ,-40.85,172.8,64.99,73,84,7.0,moderate rain
324,Omboue,GA,-1.5746,9.2618,77.05,84,100,2.3,overcast clouds
325,Novovasylivka,UA,46.8315,35.7536,35.58,93,38,9.4,scattered clouds
326,Nargana,PA,9.4428,-78.5906,79.03,76,31,13.24,scattered clouds
327,Rocha,UY,-34.4833,-54.3333,63.73,94,0,6.15,clear sky
328,Diffa,NE,13.3154,12.6113,59.49,42,6,11.34,clear sky
329,Kembe,CF,4.6228,21.8865,65.39,37,82,2.98,broken clouds
330,Almaznyy,RU,48.0448,40.045,19.4,93,90,2.24,mist
331,Amapa,BR,1.0,-52.0,71.15,98,100,1.86,overcast clouds
332,Vao,NC,-22.6667,167.4833,75.02,79,84,18.86,broken clouds
333,Dumai,ID,1.6833,101.45,88.36,55,99,2.33,overcast clouds
334,Poum,NC,-20.2333,164.0167,79.48,76,100,16.35,light rain
335,Beisfjord,NO,68.3751,17.5988,15.8,53,20,20.71,few clouds
336,Ternate,ID,0.8,127.4,84.15,71,61,2.17,broken clouds
337,Tornio,FI,65.8481,24.1466,12.2,85,90,20.71,heavy snow
338,Isangel,VU,-19.55,169.2667,80.6,89,90,7.76,light rain
339,Sinnamary,GF,5.3833,-52.95,75.67,92,95,14.05,overcast clouds
340,Faanui,PF,-16.4833,-151.75,81.79,71,36,17.02,scattered clouds
341,Las Lomas,PA,8.4333,-82.4,74.05,76,11,4.63,few clouds
342,Katsuura,JP,35.1333,140.3,55.99,53,20,4.61,few clouds
343,Hasaki,JP,35.7333,140.8333,59.0,38,20,4.61,few clouds
344,San Quintin,MX,30.4833,-115.95,58.69,82,11,1.19,few clouds
345,Burhar,IN,23.2167,81.5333,67.55,27,0,2.26,clear sky
346,Qasigiannguit,GL,68.8193,-51.1922,15.8,67,90,2.3,overcast clouds
347,Wagar,SD,16.1525,36.2032,61.12,93,82,7.34,broken clouds
348,Harpanahalli,IN,14.8,75.9833,78.13,36,11,2.42,few clouds
349,Kilindoni,TZ,-7.9139,39.6668,82.04,80,100,18.25,light rain
350,Masallatah,LY,32.6167,14.0,53.17,47,23,14.29,few clouds
351,Qaqortoq,GL,60.7167,-46.0333,21.2,58,0,4.61,clear sky
352,Zerbst,DE,51.9667,12.0833,50.0,75,100,8.99,overcast clouds
353,Bilma,NE,18.6853,12.9164,57.99,33,0,8.79,clear sky
354,Aitape,PG,-3.1374,142.3475,85.21,66,100,6.13,overcast clouds
355,Fairview,US,40.8126,-73.999,39.99,56,1,3.44,clear sky
356,Sola,VU,-13.8833,167.55,80.6,89,90,13.04,moderate rain
357,Verkhoyansk,RU,67.5447,133.385,-30.35,81,100,1.12,overcast clouds
358,Novoagansk,RU,61.9449,76.6625,-20.25,87,100,9.78,light snow
359,Beloha,MG,-25.1667,45.05,82.24,74,80,7.31,light rain
360,Zalesovo,RU,53.9939,84.7431,13.95,96,100,10.13,light snow
361,Olinda,BR,-8.0089,-34.8553,77.0,69,40,10.36,scattered clouds
362,Sisimiut,GL,66.9395,-53.6735,20.28,79,0,6.51,clear sky
363,Trindade,BR,-16.6494,-49.4889,75.2,69,0,2.3,clear sky
364,Namibe,AO,-15.1961,12.1522,72.21,77,100,7.45,overcast clouds
365,Mizdah,LY,31.4451,12.9801,45.18,58,0,6.08,clear sky
366,Bay City,US,43.5945,-83.8889,34.0,69,90,12.66,overcast clouds
367,Rio Brilhante,BR,-21.8019,-54.5464,69.89,95,100,5.7,light rain
368,Wencheng,CN,33.0559,113.7978,50.74,47,99,7.02,overcast clouds
369,Alice Springs,AU,-23.7,133.8833,98.6,9,0,10.36,clear sky
370,Karratha,AU,-20.7377,116.8463,95.58,35,100,8.28,overcast clouds
371,Lompoc,US,34.6391,-120.4579,50.0,87,1,3.44,clear sky
372,Aurillac,FR,44.9167,2.45,46.99,85,91,5.99,overcast clouds
373,Tiksi,RU,71.6872,128.8694,-32.6,82,100,18.01,overcast clouds
374,Udachnyy,RU,66.4167,112.4,-54.9,59,63,2.84,broken clouds
375,Salcininkai,LT,54.3,25.3833,33.01,93,75,12.66,broken clouds
376,Rakitnoye,RU,50.8389,35.8515,26.6,100,90,4.47,fog
377,Banjarmasin,ID,-3.3244,114.591,82.4,83,75,5.75,broken clouds
378,Namtsy,RU,62.7161,129.6658,-56.2,58,90,2.08,fog
379,Karpogory,RU,64.0019,44.4451,-19.41,87,11,3.78,few clouds
380,Zhezkazgan,KZ,47.8043,67.7144,-5.17,89,59,8.25,broken clouds
381,Linjiang,CN,41.8069,126.9078,33.46,86,84,2.04,broken clouds
382,Asau,RO,46.4333,26.4,33.01,69,98,4.9,overcast clouds
383,Altamira,BR,-3.2033,-52.2064,70.61,97,98,1.45,heavy intensity rain
384,Sorong,ID,-0.8833,131.25,82.62,81,83,9.01,broken clouds
385,Manoharpur,IN,27.3,75.95,51.8,54,0,2.3,haze
386,Mahon,ES,39.8885,4.2658,57.2,77,0,10.36,clear sky
387,Lardos,GR,36.0942,28.0157,53.6,82,75,3.44,light rain
388,Joao Camara,BR,-5.5375,-35.8197,75.2,88,40,3.44,scattered clouds
389,Jiwani,PK,25.05,61.7417,68.95,58,0,8.05,clear sky
390,Salina,US,38.8403,-97.6114,41.0,45,1,9.22,clear sky
391,Half Moon Bay,US,37.4636,-122.4286,50.0,87,90,3.44,overcast clouds
392,Marawi,PH,7.9986,124.2928,82.99,83,85,5.01,overcast clouds
393,Bertoua,CM,4.5833,13.6833,59.36,39,8,2.66,clear sky
394,Hirara,JP,24.8,125.2833,71.6,100,75,5.75,mist
395,Takoradi,GH,4.8845,-1.7554,78.31,86,100,5.66,overcast clouds
396,Camopi,GF,3.1655,-52.3158,71.37,98,100,2.08,overcast clouds
397,Along,IN,28.1667,94.7667,63.37,41,0,0.58,clear sky
398,Rawah,IQ,34.4816,41.9093,38.5,71,0,5.84,clear sky
399,Belgrade,RS,44.804,20.4651,44.6,65,0,10.36,clear sky
400,Kismayo,SO,-0.3582,42.5454,79.12,82,99,18.32,overcast clouds
401,Upernavik,GL,72.7868,-56.1549,25.45,98,100,10.49,overcast clouds
402,Esperance,AU,-33.8667,121.9,80.6,50,0,14.97,clear sky
403,Padang,ID,-0.9492,100.3543,86.0,70,20,1.14,few clouds
404,Havelock,US,34.8791,-76.9013,50.0,87,1,9.22,clear sky
405,Kumluca,TR,36.3703,30.2869,47.46,53,0,6.17,clear sky
406,Couva,TT,10.4225,-61.4675,77.0,1,3,3.0,clear sky
407,Jambi,ID,-1.6,103.6167,83.41,73,100,4.7,overcast clouds
408,Bhadrachalam,IN,17.6667,80.8833,81.18,57,0,4.7,clear sky
409,Limoges,FR,45.75,1.3333,46.4,87,0,13.8,clear sky
410,Saquena,PE,-4.6667,-73.5167,72.05,86,56,1.41,broken clouds
411,Airai,TL,-8.9266,125.4092,74.68,76,46,3.02,light rain
412,Kysyl-Syr,RU,63.8986,122.7617,-47.97,76,100,1.81,overcast clouds
413,Saint-Georges,GD,12.0564,-61.7485,78.8,83,20,11.5,light rain
414,Kokopo,PG,-4.352,152.2633,84.81,60,72,11.41,broken clouds
415,Manakara,MG,-22.1333,48.0167,80.67,85,96,5.91,light rain
416,Chiriqui Grande,PA,8.95,-82.1167,74.95,80,51,1.88,light rain
417,Alihe,CN,50.5667,123.7167,4.15,81,0,2.42,clear sky
418,Berdigestyakh,RU,62.0989,126.6992,-49.38,75,57,1.7,broken clouds
419,Curico,CL,-34.9833,-71.2333,68.0,64,0,1.77,clear sky
420,Changde,CN,29.0464,111.6783,48.92,75,100,3.8,overcast clouds
421,Prince Rupert,CA,54.3161,-130.3201,35.6,100,1,2.3,clear sky
422,Orlik,RU,52.5178,99.825,10.08,86,98,2.37,overcast clouds
423,La Rioja,ES,42.25,-2.5,44.6,87,20,1.14,light rain
424,Kilinochchi,LK,9.3961,80.3982,81.64,75,82,8.41,broken clouds
425,Sao Filipe,CV,14.8961,-24.4956,72.84,71,100,6.91,overcast clouds
426,Iquitos,PE,-3.7481,-73.2472,75.2,94,75,2.3,broken clouds
427,Tadine,NC,-21.55,167.8833,77.45,79,100,18.16,overcast clouds
428,Buluang,PH,13.3068,123.3425,82.9,82,27,4.85,scattered clouds
429,Mollendo,PE,-17.0231,-72.0147,70.23,78,100,9.55,overcast clouds
430,Iralaya,HN,15.0,-83.2333,76.98,87,17,10.09,light rain
431,Shingu,JP,33.7333,135.9833,57.2,100,75,2.3,broken clouds
432,Vostok,RU,46.4856,135.8833,3.83,83,0,5.75,clear sky
433,Kupang,ID,-10.1667,123.5833,86.0,79,75,19.57,broken clouds
434,Kyabram,AU,-36.3167,145.05,98.01,8,95,1.99,overcast clouds
435,Masyaf,SY,35.0653,36.3406,37.4,56,0,6.91,clear sky
436,Zelenoborskiy,RU,66.845,32.3622,0.23,93,100,16.84,overcast clouds
437,Barahona,DO,18.2085,-71.1008,74.89,81,30,5.39,scattered clouds
438,Troitskoye,RU,52.9821,84.6757,16.95,97,100,9.42,light snow
439,Renqiu,CN,38.6989,116.0936,38.79,66,3,8.3,clear sky
440,Lima,PE,-12.0432,-77.0282,73.99,73,0,11.5,clear sky
441,Tiznit,MA,29.5833,-9.5,52.11,77,0,1.12,clear sky
442,Dunedin,NZ,-45.8742,170.5036,57.67,68,88,7.27,overcast clouds
443,Meulaboh,ID,4.1363,96.1285,81.27,79,28,3.94,scattered clouds
444,Kaduqli,SD,11.0167,29.7167,63.91,28,100,15.14,overcast clouds
445,Devarkonda,IN,16.7,78.9333,78.08,56,15,6.13,few clouds
446,Blytheville,US,35.9273,-89.919,44.6,81,1,4.61,clear sky
447,Borujerd,IR,33.8973,48.7516,22.68,89,0,5.01,clear sky
448,Pacific Grove,US,36.6177,-121.9166,52.0,82,90,2.15,overcast clouds
449,Chapayeve,UA,49.3662,35.8749,30.2,100,90,6.71,fog
450,Homer,US,59.6425,-151.5483,39.99,81,90,6.91,light rain
451,Pacifica,US,37.6138,-122.4869,50.0,76,75,10.36,broken clouds
452,High Level,CA,58.5169,-117.136,12.2,92,90,2.3,light snow
453,Andenes,NO,69.3143,16.1194,21.0,79,75,42.57,broken clouds
454,Rio Gallegos,AR,-51.6226,-69.2181,51.8,46,0,8.05,clear sky
455,North Bend,US,43.4065,-124.2243,48.2,81,90,6.91,overcast clouds
456,Moussoro,TD,13.6408,16.4901,57.96,32,8,13.73,clear sky
457,Wagga Wagga,AU,-35.1167,147.3667,98.01,13,75,6.91,broken clouds
458,Pipri,IN,19.8,75.5333,64.4,77,0,3.91,haze
459,Canyon,US,34.9803,-101.9188,48.0,54,99,1.01,overcast clouds
460,Phalaborwa,ZA,-23.943,31.1411,69.8,100,70,5.75,broken clouds
461,Marsabit,KE,2.3284,37.9899,64.9,91,100,13.6,overcast clouds
462,Penzance,GB,50.1186,-5.5371,41.0,93,4,5.75,clear sky
463,Salina Cruz,MX,16.1667,-95.2,77.07,68,0,10.07,clear sky
464,Hattiesburg,US,31.3271,-89.2903,63.0,100,90,4.61,heavy intensity rain
465,Kongoussi,BF,13.3258,-1.5347,64.24,24,0,9.84,clear sky
466,El Real De Santa Maria,PA,8.109,-77.7325,73.11,94,62,1.12,broken clouds
467,Rock Sound,BS,24.9,-76.2,71.38,60,4,5.79,clear sky
468,Mitchell,US,43.7094,-98.0298,19.4,79,1,4.61,clear sky
469,Puerto Colombia,CO,10.9878,-74.9547,78.8,73,0,13.8,clear sky
470,Zhuanghe,CN,39.7008,122.9911,35.26,72,0,7.56,clear sky
471,Solnechnyy,RU,50.7214,136.6319,-3.44,86,78,3.71,broken clouds
472,Brae,GB,60.3964,-1.353,39.2,87,75,23.02,light rain
473,Iranduba,BR,-3.2847,-60.1861,75.2,94,20,3.44,light rain
474,The Valley,AI,18.217,-63.0578,77.0,83,20,4.61,few clouds
475,Sudbury,CA,46.49,-80.99,21.99,73,20,12.66,few clouds
476,Yeppoon,AU,-23.1333,150.7333,86.0,37,40,8.05,scattered clouds
477,Zinder,NE,13.8072,8.9881,58.06,33,0,12.55,clear sky
478,Peringat,MY,6.0333,102.2833,80.6,74,20,2.3,few clouds
479,Labrea,BR,-7.2586,-64.7981,71.06,98,100,1.41,overcast clouds
480,Pundaguitan,PH,6.3711,126.1689,83.14,73,62,8.05,light rain
481,Burnie,AU,-41.0667,145.9167,73.99,35,59,13.0,broken clouds
482,Bima,ID,-8.4667,118.7167,90.05,56,77,3.58,broken clouds
483,Pathein,MM,16.7833,94.7333,83.14,47,0,8.23,clear sky
484,Nevers,FR,46.9167,3.3333,50.0,81,75,16.11,broken clouds
485,Formosa,AR,-26.1775,-58.1781,77.0,94,0,4.61,clear sky
486,Ausa,ES,41.9271,2.2497,44.01,17,83,7.96,broken clouds
487,Druskininkai,LT,54.0167,23.9667,28.4,93,54,6.71,mist
488,Buala,SB,-8.145,159.5921,86.05,55,98,9.06,overcast clouds
489,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,77,75,5.75,broken clouds
490,Ucluelet,CA,48.9329,-125.5528,37.99,89,13,4.76,few clouds
491,Maniitsoq,GL,65.4167,-52.9,24.15,82,0,7.45,clear sky
492,Atambua,ID,-9.1061,124.8925,83.03,69,62,6.35,broken clouds
493,Aykhal,RU,66.0,111.5,-52.1,75,58,3.4,broken clouds
494,College,US,64.8569,-147.8028,1.4,85,20,3.44,few clouds
495,Erzin,TR,36.9559,36.2,32.0,100,0,4.61,clear sky
496,Tadotsu,JP,34.275,133.75,48.2,87,75,2.3,light rain
497,Korla,CN,41.7597,86.1469,27.03,77,97,2.98,overcast clouds
498,Keffi,NG,8.8486,7.8736,68.83,23,96,4.88,overcast clouds
499,Pedernales,DO,18.0384,-71.744,75.33,72,22,3.27,few clouds
500,Ayan,RU,56.45,138.1667,-14.8,73,100,12.3,overcast clouds
501,Hokitika,NZ,-42.7167,170.9667,59.86,82,35,12.82,scattered clouds
502,Trofors,NO,65.5333,13.4063,32.0,64,75,36.82,broken clouds
503,Meyzieu,FR,45.7667,5.0,51.8,76,90,8.05,overcast clouds
504,Diu,IN,20.7141,70.9822,73.33,37,0,5.17,clear sky
505,Chirongui,YT,-12.9319,45.1483,80.6,78,20,8.05,few clouds
506,Tocopilla,CL,-22.092,-70.1979,68.47,64,1,7.83,clear sky
507,Kinnelon,US,41.0018,-74.3671,30.99,74,75,5.17,broken clouds
508,Warrnambool,AU,-38.3833,142.4833,69.01,69,50,4.0,scattered clouds
509,Fukue,JP,32.6881,128.8419,62.6,88,75,8.05,broken clouds
510,La Reforma,MX,25.0833,-108.05,69.01,90,3,1.01,clear sky
511,Turinskaya Sloboda,RU,57.6232,64.3858,-21.55,87,24,5.73,few clouds
512,Aracaju,BR,-10.9111,-37.0717,80.6,74,20,11.5,few clouds
513,Mahebourg,MU,-20.4081,57.7,80.6,74,20,9.22,few clouds
514,Savinka,RU,50.0785,47.0994,15.13,97,100,11.39,overcast clouds
515,Tautira,PF,-17.7333,-149.15,86.0,66,75,6.91,broken clouds
516,Praia Da Vitoria,PT,38.7333,-27.0667,57.2,77,20,6.89,few clouds
517,Dongsheng,CN,39.8161,109.9776,28.35,69,32,6.93,scattered clouds
518,Mackenzie,CA,55.2999,-123.1698,15.8,92,90,3.44,overcast clouds
519,Tagusao,PH,9.1924,117.8141,82.62,75,87,4.12,light rain
520,Telimele,GN,10.9167,-13.3333,62.35,84,48,0.63,scattered clouds
521,Sorland,NO,67.667,12.6934,22.87,95,100,41.38,overcast clouds
522,Coquimbo,CL,-29.9533,-71.3436,60.8,82,0,2.3,clear sky
523,Da Lat,VN,11.9465,108.4419,71.01,67,76,1.25,broken clouds
524,Necochea,AR,-38.5473,-58.7368,73.13,51,0,19.89,clear sky
525,Acapulco,MX,16.8634,-99.8901,78.8,83,1,6.91,clear sky
526,Nueva Loja,EC,0.0847,-76.8828,71.83,96,100,1.05,moderate rain
527,Wuwei,CN,37.9281,102.6414,36.5,54,5,2.26,clear sky
528,Mackay,AU,-21.15,149.2,84.2,61,69,17.27,broken clouds
529,Bisira,PA,8.5196,-81.7115,58.32,100,69,5.99,broken clouds
530,Darnah,LY,32.767,22.6367,50.7,68,90,12.95,overcast clouds
531,Vestmanna,FO,62.1564,-7.1664,35.6,69,40,21.85,light snow
532,Miranda De Ebro,ES,42.6865,-2.947,51.8,76,75,28.77,light rain
533,Manado,ID,1.487,124.8455,87.8,66,40,3.44,light rain
534,Ulladulla,AU,-35.35,150.4667,95.0,18,0,19.57,clear sky
535,Zdvinsk,RU,54.7021,78.661,-15.2,89,79,8.34,broken clouds
536,Tura,IN,25.5198,90.2201,67.35,46,2,1.52,clear sky
537,Halifax,CA,44.6453,-63.5724,21.2,63,92,6.91,overcast clouds
538,Obihiro,JP,42.9172,143.2044,32.0,64,20,2.3,few clouds
539,Dekalb,US,33.7504,-84.2333,48.0,93,20,4.61,few clouds
540,Gangtok,IN,27.3333,88.6167,55.58,40,0,3.24,clear sky
541,Mogadishu,SO,2.0371,45.3438,77.7,84,1,16.2,clear sky
542,Carhuamayo,PE,-10.9167,-76.0333,38.89,93,94,5.95,overcast clouds
543,Rehoboth,NA,-23.3167,17.0833,72.07,67,93,8.19,overcast clouds
544,Angoche,MZ,-16.2325,39.9086,76.24,86,100,14.16,light rain
545,North Augusta,US,33.5018,-81.9651,55.4,71,1,6.91,clear sky
546,Araouane,ML,18.9048,-3.5265,59.81,26,18,13.2,few clouds
547,Kenora,CA,49.8167,-94.4337,-7.01,84,20,8.05,few clouds
548,Dalby,AU,-27.1833,151.2667,88.0,32,3,1.99,clear sky
549,Itarema,BR,-2.9248,-39.9167,78.62,81,100,11.56,moderate rain
550,Addis Abeba,ET,9.025,38.7469,50.0,46,20,6.91,few clouds
551,Codrington,AU,-38.2667,141.9667,69.98,52,84,11.79,broken clouds
552,Chester,US,40.1254,-75.8749,39.2,52,1,8.05,clear sky
553,Miri,MY,4.4148,114.0089,77.0,100,40,2.3,light rain
554,Moron,AR,-34.6534,-58.6198,81.0,55,0,8.01,clear sky
555,Batagay-Alyta,RU,67.8006,130.4114,-24.84,84,100,1.68,overcast clouds
556,Serenje,ZM,-13.2325,30.2352,61.74,98,100,0.78,light rain
557,Khorinsk,RU,52.1657,109.7726,-0.18,86,79,1.07,broken clouds
558,Hagerstown,US,39.6418,-77.72,42.8,52,1,9.22,clear sky
559,Almeirim,BR,-1.5233,-52.5817,72.77,94,92,3.42,overcast clouds
560,Kizukuri,JP,40.8061,140.3861,43.0,87,75,9.22,broken clouds
561,Port Hedland,AU,-20.3167,118.5667,87.8,48,90,16.11,overcast clouds
562,Najran,SA,17.4924,44.1277,50.0,46,0,5.75,dust
